id,code,name,postalCode,level,parentId,hasHomeDelivery,hasPickupPoint,Commune,,,,,,,,,
8f556564-064c-4bd8-a720-234fb16251c8,62,Tenes,62000,commune,981f136a-996f-463e-a536-8e643daab193,TRUE,TRUE,Zorg,,,,,,,,,3
95e259c9-f2fe-4569-b741-7e4b5a14896b,63,Zeboudja,63000,commune,981f136a-996f-463e-a536-8e643daab193,TRUE,TRUE,Ain Djasser,,,,,,,,,1
634e772e-7717-4e57-a495-ef60d5507aa4,64,Aflou,64000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Ain Touta,,,,,,,,,1
06903f83-151e-44c7-9d32-a27a038f4d36,65,Ain Madhi,65000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Ain Yagout,,,,,,,,,1
d7964522-52f8-45b9-ac97-2b9346b9de0c,66,Ain Sidi Ali,66000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Arris,,,,,,,,,2
4d84fa8c-ff4d-46c4-87d9-c4a0d9b7edfa,67,El Beidha,67000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Azil Abedelkader,,,,,,,,,1
1efa04e0-a97b-4491-a49c-2c9c202b1d2b,68,Benacer Benchohra,68000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Barika,,,,,,,,,1
7ebd963e-9ba3-4a97-82f2-f0df29b1718d,69,Brida,69000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Batna,,,,,,,,,2
5390da7e-90e9-40e0-8051-3b2ab64b79af,70,El Assafia,70000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Beni Foudhala El Hakania,,,,,,,,,2
7ae49d98-85b5-4bac-8be4-9a84254da4d8,71,El Ghicha,71000,commune,00b5ef4b-ae2e-4b7f-bd26-70c1a376b69b,TRUE,TRUE,Bitam,,,,,,,,,1
